DELITO;CRIMINALIDAD;ES_ARCHIVO;ES_PRECLUSI√ìN;ESTADO;ETAPA_CASO;LEY;DEPARTAMENTO_HECHO;MUNICIPIO_HECHO;AÑO_HECHOS;TOTAL_PROCESOS
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;RICAURTE;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;CERET√â;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Casanare;PAZ DE ARIPORO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;PUERTO GAIT√ÅN;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;MONIQUIR√Å;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;NO;SI;INACTIVO;JUICIO;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;COELLO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;PONEDERA;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;PEREIRA;2011;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;ARBOLEDA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;SANTACRUZ;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;PASTO;2015;3
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;FIRAVITOBA;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;TIQUISIO;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;ARGELIA;2015;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;DOSQUEBRADAS;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;CAJIC√Å;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;COPACABANA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;HISPANIA;2011;2
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 1098;Bol√≠var;SIMIT√ç;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;OIBA;2011;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;INACTIVO;EJECUCI√ìN DE PENAS;Ley 906;Arauca;ARAUCA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;TUCHIN;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caldas;VILLAMAR√çA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Vichada;PUERTO CARRE√ëO;2019;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;POPAY√ÅN;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;NO;SI;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;TURBO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;ROLDANILLO;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;L√âRIDA;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;PURAC√â;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SAN JUAN DE R√çO SECO;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;PAMPLONA;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;La Guajira;BARRANCAS;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;PUEBLORRICO;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;BARBACOAS;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;ZAPAY√ÅN;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;IZA;2015;1
ELECCION ILICITA DE CANDIDATOS ART. 389A;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;GUAYAT√Å;2019;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;SUCRE;2019;1
VOTO FRAUDULENTO ART. 391 C.P;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Putumayo;VALLE DEL GUAMUEZ;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;CHAPARRAL;2019;3
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GUAYABETAL;2015;1
TRAFICO DE VOTOS ART. 390A;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Boyaca;ROND√ìN;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;TIMB√çO;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;COLOMBIA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;NO;NO;ACTIVO;JUICIO;Ley 906;Atl√°ntico;SANTA LUC√çA;2015;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;CALOTO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SABANETA;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;MONTEBELLO;2011;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;CALI;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;CHIN√ÅCOTA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SIBAT√â;2019;1
VOTO FRAUDULENTO ART. 391 C.P;SI;NO;NO;INACTIVO;EJECUCI√ìN DE PENAS;Ley 906;Boyaca;CHIQUINQUIR√Å;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;EL ROSARIO;2019;1
VOTO FRAUDULENTO ART. 391 C.P;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Magdalena;SANTA MARTA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;NEIVA;2019;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Archipi√©lago de San Andr√©s, Providencia y Santa Catalina;SAN ANDR√âS;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;SANTANDER DE QUILICHAO;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Putumayo;PUERTO CAICEDO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;PANDI;2015;1
DENEGACION DE INSCRIPCION ART. 396 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;BOGOT√Å, D. C.;BOGOT√Å, D.C.;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Santander;BARRANCABERMEJA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;MANAT√ç;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;TUNJA;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;INACTIVO;JUICIO;Ley 906;Meta;ACAC√çAS;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;FLORIDABLANCA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GACHANCIP√Å;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;SAN JOAQU√çN;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;SAN ANTONIO;2011;1
VOTO FRAUDULENTO ART. 391 C.P;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Arauca;ARAUCA;2011;1
DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;TOG√ú√ç;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Archipi√©lago de San Andr√©s, Providencia y Santa Catalina;SAN ANDR√âS;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;SANTA HELENA DEL OP√ìN;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;La Guajira;SAN JUAN DEL CESAR;2011;3
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;SI;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;SANTA ROSA DE CABAL;2019;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;SAN ANDR√âS SOTAVENTO;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;ARATOCA;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;GAMBITA;2011;2
VOTO FRAUDULENTO ART. 391 C.P;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cauca;MORALES;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;JARD√çN;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;CHIPAT√Å;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;INACTIVO;EJECUCI√ìN DE PENAS;Ley 906;Cesar;EL COPEY;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;NO;SI;INACTIVO;JUICIO;Ley 906;Cundinamarca;LA PALMA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;VALLE DE SAN JOS√â;2015;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;LOS C√ìRDOBAS;2015;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;MONIQUIR√Å;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;IMU√âS;2011;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;NO;NO;NO;ACTIVO;JUICIO;Ley 906;Meta;ACAC√çAS;2011;1
TRAFICO DE VOTOS ART. 390A;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;C√öCUTA;2019;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;VILLAVICENCIO;2015;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SABANETA;2011;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;IBAGU√â;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;NO;NO;INACTIVO;JUICIO;Ley 906;Tolima;GUAMO;2015;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;GUAVAT√Å;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;SANTA ROSA DE OSOS;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;La Guajira;LA JAGUA DEL PILAR;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SAN MARCOS;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;GUAITARILLA;2019;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;NO;NO;INACTIVO;EJECUCI√ìN DE PENAS;Ley 906;Choc√≥;TAD√ì;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;PARATEBUENO;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Casanare;OROCU√â;2019;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Tolima;RIOBLANCO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cesar;R√çO DE ORO;2015;2
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;CAMPO DE LA CRUZ;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;OTANCHE;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Magdalena;CHIBOLO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Huila;ACEVEDO;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;EL CANT√ìN DEL SAN PABLO;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Caldas;MANIZALES;2015;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;SEVILLA;2015;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;COPER;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;GUAYABETAL;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;PASTO;2011;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;MARGARITA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Norte de Santander;PUERTO SANTANDER;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Archipi√©lago de San Andr√©s, Providencia y Santa Catalina;SAN ANDR√âS;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Santander;BARRANCABERMEJA;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SANTANA;2015;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;TURBO;2015;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;LA ESTRELLA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SAN ANTONIO DEL TEQUENDAMA;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;CARTAGENA;2015;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;SOACHA;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Boyaca;PUERTO BOYAC√Å;2015;1
VOTO FRAUDULENTO ART. 391 C.P;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;MANAT√ç;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;NO;SI;INACTIVO;INVESTIGACI√ìN;Ley 906;C√≥rdoba;BUENAVISTA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Risaralda;PUEBLO RICO;2011;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;CUMARAL;2011;2
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;JAMUND√ç;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;FRANCISCO PIZARRO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Meta;GUAMAL;2011;1
ELECCION ILICITA DE CANDIDATOS ART. 389A;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;PANQUEBA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Boyaca;MUZO;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Boyaca;SORAC√Å;2011;1
FRAUDE AL SUFRAGANTE ART. 388 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;RIOFR√çO;2011;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Antioquia;LA CEJA;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;PALMITO;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;ANGOSTURA;2019;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Cundinamarca;MEDINA;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;SI;NO;NO;INACTIVO;JUICIO;Ley 906;Antioquia;ALEJANDR√çA;2015;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;VIJES;2019;1
OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;QUIBDO;2011;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;La Guajira;ALBANIA;2011;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;IBAGU√â;2011;2
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Atl√°ntico;TUBAR√Å;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Bol√≠var;SAN FERNANDO;2019;1
DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;PASTO;2019;1
PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cesar;ASTREA;2019;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;SI;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Antioquia;CARACOL√ç;2011;1
VOTO FRAUDULENTO ART. 391 C.P;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cesar;BOSCONIA;2019;1
INTERVENCION EN POLITICA ART. 422 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Cauca;BALBOA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Nari√±o;SAN PABLO;2019;1
DENEGACION DE INSCRIPCION ART. 396 C.P.;SI;NO;NO;INACTIVO;INDAGACI√ìN;Ley 906;Tolima;SAN ANTONIO;2011;1
ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;C√≥rdoba;CHIN√ö;2011;1
FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Choc√≥;ISTMINA;2011;3
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;NO;SI;NO;INACTIVO;INDAGACI√ìN;Ley 906;Sucre;SAMPU√âS;2019;1
CONSTRE√ëIMIENTO AL SUFRAGANTE ART. 387 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Valle del Cauca;SEVILLA;2019;1
CORRUPCION DE SUFRAGANTE ART. 390 C.P.;SI;NO;NO;ACTIVO;INDAGACI√ìN;Ley 906;Santander;BARRANCABERMEJA;2019;1
